"[5.44262518 5.16301434 4.96980211 4.98342867 4.99598326 5.19141125
 5.49855575 5.17264114]",0.0
"[5.44102398 5.16916132 4.9719334  5.00517555 5.0073428  5.1932657
 5.5051852  5.1776508 ]",0.5034329021628652
"[5.46338545 5.16605964 4.97659579 4.99225339 4.96896921 5.20309559
 5.51810998 5.16651284]",0.0
"[5.49733732 5.14422606 4.97723922 4.98936076 4.9919589  5.22514192
 5.52036658 5.17220208]",0.5100259694358205
"[5.48385819 5.11453969 4.9719763  4.9916269  5.01036528 5.24313947
 5.51448456 5.16767296]",0.5280077243738983
"[5.46799451 5.09332436 4.94634854 5.02080491 5.00263571 5.23649422
 5.49563226 5.17934979]",0.4721555451406418
"[5.44368238 5.09026064 4.93293409 5.02646647 4.9949043  5.21872389
 5.49518688 5.18576589]",0.5161635528404414
"[5.4446251  5.09493122 4.92346363 5.02087205 4.98476352 5.21330529
 5.48296792 5.15984994]",0.0
"[5.44722957 5.08902866 4.89907397 5.02767167 4.97112046 5.21407
 5.49390695 5.16181481]",0.3772892195411204
"[5.46425845 5.07064224 4.90522119 5.0172438  4.9580522  5.20537125
 5.48921445 5.16268348]",0.0
"[5.44668502 5.08432738 4.91230592 4.99406529 4.98039582 5.23381099
 5.50688633 5.16000907]",0.5139012587864683
"[5.43056269 5.10028952 4.9063439  5.01231347 4.98349509 5.24840509
 5.51218666 5.17063747]",0.5149255483616468
"[5.43069139 5.12719103 4.90834513 5.01821831 5.0117113  5.22810404
 5.49307362 5.18518697]",0.0
"[5.41306549 5.15640499 4.9022344  5.00686968 5.04046795 5.25026769
 5.52106947 5.19875709]",0.5051246852111709
"[5.4001533  5.18505718 4.89832012 5.01879242 5.05453174 5.24785415
 5.53020713 5.21254249]",0.5333769063252645
"[5.4058317  5.16851007 4.9029073  5.03855025 5.04394009 5.24552606
 5.52358802 5.24020619]",0.45480047460442635
"[5.41593679 5.174599   4.89146298 5.04646152 5.03367316 5.24592461
 5.51397176 5.2502221 ]",0.4573016398911231
"[5.42458611 5.17143935 4.8975304  5.02987231 5.01117289 5.25243578
 5.51641253 5.25959695]",0.45131345452490246
"[5.46031644 5.18557769 4.88395325 5.04646744 4.99134788 5.24541928
 5.51532469 5.28512772]",0.5029227676947727
"[5.44905681 5.17312398 4.8826188  5.03632196 5.00820066 5.22914161
 5.49805062 5.27833999]",0.0
"[5.44152054 5.20203473 4.89700511 5.03746221 4.98973866 5.24176091
 5.4830199  5.25496156]",0.514664421339251
"[5.45929027 5.20669883 4.91093423 5.04206783 5.00254759 5.23192414
 5.46750882 5.26502538]",0.4983754458177451
"[5.44715288 5.19625621 4.90418961 5.04214552 4.99716852 5.21124817
 5.45788814 5.2314941 ]",0.53035354849776
"[5.45646937 5.17214685 4.88772573 5.04274333 4.98601668 5.23438303
 5.43854812 5.2353867 ]",0.4698905756204315
"[5.45579952 5.15459518 4.89570967 5.03998428 4.99755744 5.24667897
 5.47108817 5.25531367]",0.0
"[5.45018252 5.15100933 4.91232338 5.0496329  5.00710024 5.22234341
 5.47074971 5.2440824 ]",0.5064492224857686
"[5.45431335 5.14954908 4.92606166 5.05419154 5.0188169  5.21531458
 5.45661012 5.23779332]",0.0
"[5.45398175 5.15525128 4.96000942 5.05334893 5.00437603 5.21010636
 5.44971157 5.24488977]",0.5168615979547257
"[5.43079416 5.15620373 4.96234724 5.05662457 4.99534348 5.20652946
 5.42841984 5.23735002]",0.47175972232662633
"[5.42262198 5.1624461  4.94499005 5.06812893 5.017706   5.17547877
 5.4349255  5.24737876]",0.0
"[5.41304751 5.15647615 4.9430171  5.06342544 5.01297133 5.1503999
 5.45230923 5.26342811]",0.0
"[5.40085328 5.13448086 4.95085728 5.0545614  5.01501063 5.14572131
 5.4627463  5.27367231]",0.507751432518285
"[5.59944184 4.95115924 5.1509412  4.88814902 5.22432252 5.36688762
 5.65618947 5.48280324]",0.0
"[5.60395372 4.95477435 5.14859613 4.87498438 5.26219012 5.3543538
 5.66961781 5.49418126]",0.5115719172332187
"[5.82443556 4.79114145 5.34256734 4.72450609 5.49909841 5.61084955
 5.89061064 5.70038747]",0.0
"[6.03575225 4.80775227 5.55252585 4.68072157 5.7547896  5.82181018
 6.13312737 5.91444814]",0.0
"[6.26744443 4.88515969 5.79408246 4.72149009 5.97831575 6.08253228
 6.37843828 6.17927097]",0.5187486178754241
"[6.55149757 5.04099651 6.03889836 4.81321079 6.25387107 6.36005548
 6.65432406 6.45597273]",0.5151708820295112
"[6.83071682 5.24203927 6.27241041 4.95757074 6.57831859 6.67338738
 6.95559921 6.75935282]",0.46469249496306364
"[7.16099118 5.47111667 6.49756768 5.13378445 6.89769058 6.99740977
 7.28188679 7.07924723]",0.0
"[7.48862251 5.72817707 6.71457304 5.35628911 7.23757241 7.30658195
 7.59569368 7.38375368]",0.5190760697354673
"[7.79692536 6.02628574 6.98557931 5.64353958 7.62706025 7.64280569
 7.91289037 7.72010981]",0.4751919223270078
"[8.12409274 6.34742891 7.21717829 5.97277435 7.96424566 7.97558542
 8.23138944 8.06215774]",0.4562891850243749
"[8.41809209 6.7162977  7.50504172 6.33433843 8.30453047 8.2580908
 8.51190468 8.36969226]",0.4321870575995691
"[8.71893228 7.09872647 7.82134881 6.70193076 8.64552667 8.55606948
 8.78531586 8.68644263]",0.43405416318964085
"[8.96133236 7.48114486 8.13255501 7.12673975 8.9481102  8.8513276
 9.06222712 8.94258202]",0.4005459225783286
"[9.17183343 7.86698252 8.45087779 7.56442191 9.20292816 9.08839281
 9.29399528 9.166019  ]",0.0
"[9.35997985 8.19211065 8.71732351 7.99816029 9.42663136 9.28695796
 9.4529488  9.31718211]",0.5488686939459039
"[9.50811831 8.4580028  8.99096446 8.39845141 9.589352   9.44690914
 9.57701576 9.46902178]",0.0
"[9.60215378 8.6736138  9.22378707 8.75690215 9.72851183 9.56429426
 9.65092757 9.57882479]",0.4421637440247413
"[9.68869204 8.82348097 9.41726495 9.07941269 9.82525227 9.66626828
 9.75662878 9.67252468]",0.341190020695733
"[9.75353543 8.93228307 9.56841198 9.34118626 9.91109359 9.76509855
 9.83617558 9.74736329]",0.0
"[9.80972325 9.02283529 9.66981312 9.59034188 9.98708953 9.81684983
 9.8738271  9.7828939 ]",0.0
"[ 9.86462625  9.08215599  9.74761119  9.75188961 10.01249666  9.87377115
  9.88211044  9.84031963]",0.463973443932571
"[ 9.91222285  9.0719088   9.79632587  9.89277808 10.07554968  9.89690636
  9.91727547  9.88863474]",0.4096444816845919
"[ 9.94199251  9.07289319  9.85700017 10.02911507 10.09962365  9.92267488
  9.94026405  9.93251648]",0.5213650250214836
"[ 9.97494765  9.01308342  9.89522471 10.10160796 10.12380924  9.93070612
  9.95526902  9.92472974]",0.0
"[ 9.97998274  8.93650525  9.91392013 10.18840223 10.13018423  9.94723012
  9.96780774  9.93473924]",0.519618535636036
