[ 2.49398889e+01  2.03150810e+00 -2.69049493e-01 -1.07180860e-03  9.99836739e+01],[3.46733195 0.74282209 1.36415482 4.6365062  1.13640323 7.67355886 0.73726299],0.0
[ 2.49398889e+01  2.03150809e+00 -2.69049561e-01 -1.07180888e-03  9.99836739e+01],[3.75656145 0.75055072 1.45850387 4.54229416 1.20596991 7.32124174 0.84087738],0.0
[ 2.49398889e+01  2.03150808e+00 -2.69049581e-01 -1.07180896e-03  9.99836739e+01],[3.96024594 0.70197771 1.56936247 4.36744284 1.31180464 6.932908   0.86134661],0.0
[ 2.49398889e+01  2.03150808e+00 -2.69049587e-01 -1.07180898e-03  9.99836739e+01],[4.1807112  0.72641807 1.67906799 4.21359764 1.41730935 6.53736279 0.88714454],0.0
[ 2.49398889e+01  2.03150808e+00 -2.69049590e-01 -1.07180899e-03  9.99836739e+01],[4.2611095  0.73374898 1.72856284 3.97711305 1.50226582 6.21640587 0.95775818],0.0
[ 2.49398889e+01  2.03150808e+00 -2.69049591e-01 -1.07180900e-03  9.99836739e+01],[4.30836649 0.75961683 1.82904865 3.74890434 1.55149247 5.94477454 1.02047595],0.0
[ 2.49398889e+01  2.03150808e+00 -2.69049592e-01 -1.07180900e-03  9.99836739e+01],[4.23515722 0.74276718 1.9255589  3.49414405 1.65214753 5.67488424 1.09319898],0.0
[ 2.49398889e+01  2.03150808e+00 -2.69049593e-01 -1.07180900e-03  9.99836739e+01],[4.14377269 0.80153621 1.98676885 3.19863117 1.73072889 5.45301222 1.1810856 ],0.0
[ 2.49398889e+01  2.03150808e+00 -2.69049600e-01 -1.07180903e-03  9.99836739e+01],[3.99908676 0.77887894 2.02380859 2.94472303 1.81240697 5.24431787 1.22620644],0.0
[ 2.49398889e+01  2.03150808e+00 -2.69049594e-01 -1.07180901e-03  9.99836739e+01],[3.83195868 0.77337715 2.11473702 2.72777427 1.93366223 5.03110434 1.33700799],0.0
[ 2.49398889e+01  2.03150808e+00 -2.69049595e-01 -1.07180901e-03  9.99836739e+01],[3.63192312 0.80932267 2.15898912 2.44000745 2.02121458 4.83198777 1.39825466],0.0
[ 2.49398889e+01  2.03150808e+00 -2.69049595e-01 -1.07180901e-03  9.99836739e+01],[3.43518148 0.84097146 2.17849874 2.23715138 2.18286734 4.59876255 1.43780347],0.0
[ 2.49398889e+01  2.03150808e+00 -2.69049596e-01 -1.07180901e-03  9.99836739e+01],[3.24171393 0.87558399 2.17725691 2.04885061 2.26618465 4.37775873 1.4769691 ],0.0
[ 2.49398889e+01  2.03150808e+00 -2.69049596e-01 -1.07180902e-03  9.99836739e+01],[3.03117438 0.87246187 2.16841806 1.80686866 2.38527363 4.16423554 1.55253592],0.0
[ 2.49398889e+01  2.03150808e+00 -2.69049596e-01 -1.07180902e-03  9.99836739e+01],[2.78268726 0.89177875 2.16328552 1.60112755 2.50250961 3.95060345 1.58017863],0.0
[ 2.49398889e+01  2.03150808e+00 -2.69049596e-01 -1.07180902e-03  9.99836739e+01],[2.59545504 0.92127694 2.15054888 1.4093302  2.58910398 3.67343134 1.59803715],0.0
[ 2.49398889e+01  2.03150808e+00 -2.69049597e-01 -1.07180902e-03  9.99836739e+01],[2.39338359 0.99410509 2.1298897  1.28617218 2.72058413 3.43539168 1.69730693],0.0
[ 2.49398889e+01  2.03150808e+00 -2.69049597e-01 -1.07180902e-03  9.99836739e+01],[2.22289359 0.99111679 2.04673888 1.19177679 2.83359338 3.22060228 1.73947486],0.0
[ 2.49398889e+01  2.03150808e+00 -2.69049597e-01 -1.07180902e-03  9.99836739e+01],[2.03521561 0.98723148 1.98312877 1.07759028 2.93454686 3.05830667 1.78922391],0.0
[ 2.49398889e+01  2.03150808e+00 -2.69049601e-01 -1.07180904e-03  9.99836739e+01],[1.82573208 0.99426833 1.88401066 0.98660285 3.02096393 2.86554357 1.73895491],0.0
[ 2.49398889e+01  2.03150808e+00 -2.69049597e-01 -1.07180902e-03  9.99836739e+01],[1.61640902 1.02499627 1.7899512  0.8635763  3.11295069 2.67114294 1.79436807],0.0
[ 2.49398889e+01  2.03150808e+00 -2.69049598e-01 -1.07180902e-03  9.99836739e+01],[1.49138165 1.02123661 1.72959281 0.76944933 3.17070374 2.4724055  1.73185311],0.0
[ 2.49398889e+01  2.03150808e+00 -2.69049598e-01 -1.07180902e-03  9.99836739e+01],[1.37033169 0.99095969 1.62321547 0.69955927 3.26229637 2.29808399 1.68954809],0.0
[ 2.49398889e+01  2.03150808e+00 -2.69049598e-01 -1.07180902e-03  9.99836739e+01],[1.26804772 0.9827418  1.56639489 0.6558449  3.28623737 2.13969045 1.60288667],0.0
[ 2.49398889e+01  2.03150808e+00 -2.69049598e-01 -1.07180902e-03  9.99836739e+01],[1.19254019 0.97289636 1.4684121  0.58566089 3.2609338  1.95937501 1.50597759],0.0
[ 2.49398889e+01  2.03150808e+00 -2.69049598e-01 -1.07180902e-03  9.99836739e+01],[1.14203561 0.9300634  1.34028098 0.58933358 3.19466381 1.88238455 1.36566863],0.0
[ 2.49398889e+01  2.03150808e+00 -2.69049598e-01 -1.07180902e-03  9.99836739e+01],[1.08959485 0.90567775 1.2954663  0.528137   3.02865224 1.78571388 1.23051512],0.0
[ 2.49398889e+01  2.03150808e+00 -2.69049598e-01 -1.07180902e-03  9.99836739e+01],[1.02549256 0.88608601 1.2256697  0.51407356 2.84504444 1.64927603 1.08120719],0.0
[ 2.49398889e+01  2.03150808e+00 -2.69049598e-01 -1.07180902e-03  9.99836739e+01],[0.9797746  0.83916429 1.16175847 0.48076249 2.66990028 1.51996295 0.95587401],0.0
[ 2.49398889e+01  2.03150808e+00 -2.69049598e-01 -1.07180902e-03  9.99836739e+01],[0.94136922 0.83459323 1.0780924  0.43628194 2.52801598 1.42645446 0.82502596],0.0
[ 2.49398889e+01  2.03150808e+00 -2.69049598e-01 -1.07180902e-03  9.99836739e+01],[0.90508055 0.79109886 0.98360749 0.39728389 2.32897269 1.32643567 0.71923686],0.0
[ 2.49398889e+01  2.03150808e+00 -2.69049598e-01 -1.07180902e-03  9.99836739e+01],[0.86076381 0.78690301 0.94581906 0.44387628 2.1235434  1.2246889  0.60833279],0.0
[ 2.49398889e+01  2.03150808e+00 -2.69049598e-01 -1.07180902e-03  9.99836739e+01],[0.80855254 0.75372115 0.88637844 0.37494302 1.93335999 1.12631786 0.52520688],0.0
[ 2.49398889e+01  2.03150808e+00 -2.69049601e-01 -1.07180904e-03  9.99836739e+01],[0.80561022 0.77183201 0.84557667 0.3291791  1.71458021 1.06155414 0.47655112],0.0
[ 2.49398889e+01  2.03150808e+00 -2.69049597e-01 -1.07180902e-03  9.99836739e+01],[0.76067876 0.77282771 0.82757316 0.29912578 1.53298991 1.00647014 0.39832192],0.0
[ 2.49398889e+01  2.03150808e+00 -2.69049597e-01 -1.07180902e-03  9.99836739e+01],[0.8127206  0.7383511  0.78624395 0.25981998 1.36558634 0.95166324 0.34941819],0.0
[ 2.49398889e+01  2.03150808e+00 -2.69049597e-01 -1.07180902e-03  9.99836739e+01],[0.77974574 0.7111939  0.7708701  0.21749733 1.21192177 0.90975451 0.31754171],0.0
[ 2.49398889e+01  2.03150808e+00 -2.69049596e-01 -1.07180902e-03  9.99836739e+01],[0.72337098 0.73759991 0.7328499  0.18438056 1.11413207 0.86828055 0.30234769],0.0
[ 2.49398889e+01  2.03150808e+00 -2.69049596e-01 -1.07180902e-03  9.99836739e+01],[0.75685413 0.72890151 0.68871979 0.17480393 1.01535402 0.82860697 0.24744422],0.0
[ 2.49398889e+01  2.03150808e+00 -2.69049596e-01 -1.07180901e-03  9.99836739e+01],[0.77587913 0.76691389 0.68241202 0.18747693 0.95186765 0.78192954 0.22128147],0.0
[ 2.49398889e+01  2.03150808e+00 -2.69049600e-01 -1.07180903e-03  9.99836739e+01],[0.74327092 0.76236582 0.64661029 0.16588684 0.89039164 0.75661045 0.19697559],0.0
[ 2.49398889e+01  2.03150808e+00 -2.69049600e-01 -1.07180903e-03  9.99836739e+01],[0.70816292 0.72988365 0.64423888 0.13844066 0.84988724 0.69714435 0.18227412],0.0
[ 2.49398889e+01  2.03150808e+00 -2.69049595e-01 -1.07180901e-03  9.99836739e+01],[0.71644231 0.66438569 0.62657315 0.16990438 0.81464534 0.68377199 0.13617691],0.0
[ 2.49398889e+01  2.03150808e+00 -2.69049595e-01 -1.07180901e-03  9.99836739e+01],[0.70355826 0.63793246 0.61664978 0.19069948 0.71638407 0.65754417 0.15378684],0.0
[ 2.49398889e+01  2.03150808e+00 -2.69049595e-01 -1.07180901e-03  9.99836739e+01],[0.69096414 0.57053547 0.58976668 0.16867394 0.69163779 0.61981191 0.13768093],0.0
[ 2.49398889e+01  2.03150808e+00 -2.69049595e-01 -1.07180901e-03  9.99836739e+01],[0.64302147 0.60006969 0.57043415 0.1754812  0.65930589 0.58622401 0.12475996],0.0
[ 2.49398889e+01  2.03150808e+00 -2.69049595e-01 -1.07180901e-03  9.99836739e+01],[0.61102683 0.61433052 0.55877974 0.17005703 0.64189195 0.56511578 0.09967698],0.0
[ 2.49398889e+01  2.03150808e+00 -2.69049595e-01 -1.07180901e-03  9.99836739e+01],[0.64801732 0.5557945  0.49657205 0.16668273 0.62215295 0.55219402 0.09958304],0.0
[ 2.49398889e+01  2.03150808e+00 -2.69049595e-01 -1.07180901e-03  9.99836739e+01],[0.68956571 0.56825705 0.45027558 0.18800546 0.6412919  0.49788528 0.09448813],0.0
[ 2.49398889e+01  2.03150808e+00 -2.69049595e-01 -1.07180901e-03  9.99836739e+01],[0.68451952 0.59383857 0.46182397 0.19183723 0.64831481 0.49776006 0.08250705],0.0
[ 2.49398889e+01  2.03150808e+00 -2.69049595e-01 -1.07180901e-03  9.99836739e+01],[0.66582793 0.60243913 0.49022141 0.16909636 0.61912904 0.50035633 0.08933447],0.0
[ 2.49398889e+01  2.03150808e+00 -2.69049595e-01 -1.07180901e-03  9.99836739e+01],[0.65352509 0.62255759 0.45668285 0.16340705 0.65113522 0.43728217 0.09271142],0.0
[ 2.49398889e+01  2.03150808e+00 -2.69049595e-01 -1.07180901e-03  9.99836739e+01],[0.64514934 0.61868009 0.45092262 0.17408229 0.62275506 0.45108754 0.07167114],0.0
[ 2.49398889e+01  2.03150808e+00 -2.69049594e-01 -1.07180901e-03  9.99836739e+01],[0.61854191 0.64746809 0.43250415 0.16689373 0.61696252 0.46588148 0.0685903 ],0.0
[ 2.49398889e+01  2.03150808e+00 -2.69049594e-01 -1.07180901e-03  9.99836739e+01],[0.62352813 0.64444932 0.42743726 0.15643293 0.59289758 0.44043714 0.06410616],0.0
[ 2.49398889e+01  2.03150808e+00 -2.69049594e-01 -1.07180901e-03  9.99836739e+01],[0.66382805 0.71343313 0.40327259 0.19312402 0.62531451 0.44579975 0.03083194],0.0
[ 2.49398889e+01  2.03150808e+00 -2.69049594e-01 -1.07180901e-03  9.99836739e+01],[0.65287117 0.804771   0.37575291 0.15931864 0.62559193 0.42761717 0.0355652 ],0.0
[ 2.49398889e+01  2.03150808e+00 -2.69049593e-01 -1.07180900e-03  9.99836739e+01],[ 0.69140285  0.86851651  0.36940847  0.15260283  0.6253584   0.38674803 -0.02451988],0.0
[ 2.49398889e+01  2.03150808e+00 -2.69049593e-01 -1.07180900e-03  9.99836739e+01],[ 0.67881285  0.86936601  0.41092594  0.15572151  0.61123896  0.37497202 -0.0034074 ],0.0
[ 2.49398889e+01  2.03150808e+00 -2.69049593e-01 -1.07180900e-03  9.99836739e+01],[0.67835134 0.89279818 0.43798201 0.11298458 0.65398859 0.38690973 0.05815602],0.0
[ 2.49398889e+01  2.03150808e+00 -2.69049593e-01 -1.07180901e-03  9.99836739e+01],[0.66284799 0.89732596 0.40514651 0.08840507 0.64458269 0.3702325  0.00841646],0.0
[ 2.49398889e+01  2.03150808e+00 -2.69049599e-01 -1.07180903e-03  9.99836739e+01],[ 0.64411422  0.92673181  0.39616428  0.07350043  0.65854129  0.40267609 -0.01615676],0.0
[ 2.49398889e+01  2.03150808e+00 -2.69049593e-01 -1.07180900e-03  9.99836739e+01],[ 0.65703567  0.91829656  0.40338269  0.06168544  0.64510726  0.42845673 -0.02336334],0.0
[ 2.49398889e+01  2.03150808e+00 -2.69049592e-01 -1.07180900e-03  9.99836739e+01],[ 0.68762009  0.92884832  0.40572125  0.06992138  0.62347036  0.42637357 -0.00516703],0.0
[ 2.49398889e+01  2.03150808e+00 -2.69049593e-01 -1.07180900e-03  9.99836739e+01],[ 0.6740371   0.85788583  0.38443396  0.09263114  0.62600991  0.43708596 -0.02524089],0.0
[ 2.49398889e+01  2.03150808e+00 -2.69049593e-01 -1.07180900e-03  9.99836739e+01],[0.64093064 0.86247332 0.39272446 0.08496416 0.62232663 0.44960437 0.02833599],0.0
[ 2.49398889e+01  2.03150808e+00 -2.69049593e-01 -1.07180901e-03  9.99836739e+01],[0.59539852 0.84614471 0.3590773  0.0433622  0.62989351 0.40617668 0.07773338],0.0
[ 2.49398889e+01  2.03150808e+00 -2.69049594e-01 -1.07180901e-03  9.99836739e+01],[0.58180855 0.84011939 0.40651518 0.08071224 0.61905263 0.4041417  0.0663111 ],0.0
[ 2.49398889e+01  2.03150808e+00 -2.69049594e-01 -1.07180901e-03  9.99836739e+01],[0.60391863 0.77215214 0.39914221 0.0822476  0.60836169 0.41360627 0.07008827],0.0
[ 2.49398889e+01  2.03150808e+00 -2.69049594e-01 -1.07180901e-03  9.99836739e+01],[0.62958548 0.77870895 0.40357926 0.0682002  0.60607454 0.40438388 0.07511815],0.0
[ 2.49398889e+01  2.03150808e+00 -2.69049594e-01 -1.07180901e-03  9.99836739e+01],[0.66131589 0.74931319 0.3901368  0.0638786  0.66930363 0.43083367 0.05444816],0.0
[ 2.49398889e+01  2.03150808e+00 -2.69049594e-01 -1.07180901e-03  9.99836739e+01],[0.66495584 0.69378429 0.38190215 0.04084245 0.62760275 0.42285885 0.05160177],0.0
[ 2.49398889e+01  2.03150808e+00 -2.69049595e-01 -1.07180901e-03  9.99836739e+01],[0.62497637 0.645796   0.37668261 0.07550235 0.63451465 0.40360023 0.029673  ],0.0
[ 2.49398889e+01  2.03150808e+00 -2.69049595e-01 -1.07180901e-03  9.99836739e+01],[ 0.5873008   0.62529881  0.3852617   0.07867812  0.64702518  0.40972529 -0.01277234],0.0
[ 2.49398889e+01  2.03150808e+00 -2.69049595e-01 -1.07180901e-03  9.99836739e+01],[ 0.56075594  0.59267509  0.36385555  0.03790823  0.63443694  0.38070888 -0.06421172],0.0
[ 2.49398889e+01  2.03150808e+00 -2.69049596e-01 -1.07180901e-03  9.99836739e+01],[ 0.56274665  0.60949254  0.34745975  0.07065739  0.63403119  0.41801706 -0.04742421],0.0
[ 2.49398889e+01  2.03150808e+00 -2.69049595e-01 -1.07180901e-03  9.99836739e+01],[ 0.50751203  0.63014936  0.33965499  0.07536311  0.6254467   0.47426649 -0.08441538],0.0
[ 2.49398889e+01  2.03150808e+00 -2.69049596e-01 -1.07180902e-03  9.99836739e+01],[ 0.48593186  0.60547507  0.33867525  0.09398457  0.66479856  0.47644926 -0.09253231],0.0
[ 2.49398889e+01  2.03150808e+00 -2.69049600e-01 -1.07180903e-03  9.99836739e+01],[ 0.50351499  0.58146829  0.34453039  0.10759089  0.65520537  0.50197066 -0.1280488 ],0.0
[ 2.49398889e+01  2.03150808e+00 -2.69049600e-01 -1.07180903e-03  9.99836739e+01],[ 0.45788264  0.6095471   0.38459336  0.06056457  0.69127542  0.49206615 -0.12843503],0.0
[ 2.49398889e+01  2.03150808e+00 -2.69049595e-01 -1.07180901e-03  9.99836739e+01],[ 0.44520363  0.61575782  0.38297877  0.03917427  0.68891211  0.48118119 -0.08864493],0.0
[ 2.49398889e+01  2.03150808e+00 -2.69049596e-01 -1.07180901e-03  9.99836739e+01],[ 0.41458239  0.63870755  0.40173527  0.02061172  0.70034128  0.45040473 -0.1161325 ],0.0
[ 2.49398889e+01  2.03150808e+00 -2.69049600e-01 -1.07180903e-03  9.99836739e+01],[ 0.44161035  0.65789311  0.39676132  0.04493982  0.71295009  0.42750284 -0.15317016],0.0
[ 2.49398889e+01  2.03150808e+00 -2.69049596e-01 -1.07180901e-03  9.99836739e+01],[ 0.46546054  0.62618623  0.41406535  0.03789765  0.69316239  0.42172871 -0.13476092],0.0
[ 2.49398889e+01  2.03150808e+00 -2.69049596e-01 -1.07180902e-03  9.99836739e+01],[ 0.46488572  0.6084691   0.38559288  0.0270609   0.67020063  0.4241904  -0.16915149],0.0
[ 2.49398889e+01  2.03150808e+00 -2.69049596e-01 -1.07180902e-03  9.99836739e+01],[ 0.48258943  0.59401088  0.38631853  0.03046573  0.7188527   0.42769323 -0.1451675 ],0.0
[ 2.49398889e+01  2.03150808e+00 -2.69049596e-01 -1.07180902e-03  9.99836739e+01],[ 0.47410779  0.5749802   0.36548737  0.03198865  0.71781177  0.41219353 -0.17012375],0.0
[ 2.49398889e+01  2.03150808e+00 -2.69049596e-01 -1.07180902e-03  9.99836739e+01],[ 0.44828825  0.57391878  0.31743434  0.07761051  0.72433738  0.44251874 -0.19151601],0.0
[ 2.49398889e+01  2.03150808e+00 -2.69049596e-01 -1.07180902e-03  9.99836739e+01],[ 0.46779156  0.55861997  0.29597561  0.04181789  0.72356605  0.45703949 -0.15086291],0.0
[ 2.49398889e+01  2.03150808e+00 -2.69049597e-01 -1.07180902e-03  9.99836739e+01],[ 0.44229131  0.5486238   0.26712707  0.06408731  0.72010631  0.4727897  -0.14361474],0.0
[ 2.49398889e+01  2.03150808e+00 -2.69049596e-01 -1.07180902e-03  9.99836739e+01],[ 0.44620371  0.55012917  0.31590683  0.08733722  0.70861237  0.45712033 -0.15839061],0.0
[ 2.49398889e+01  2.03150808e+00 -2.69049596e-01 -1.07180902e-03  9.99836739e+01],[ 0.45393876  0.53344882  0.31133895  0.09824278  0.7196359   0.46058829 -0.15921905],0.0
[ 2.49398889e+01  2.03150808e+00 -2.69049600e-01 -1.07180903e-03  9.99836739e+01],[ 0.46985607  0.5276792   0.27109186  0.06229482  0.70711489  0.46998601 -0.12772397],0.0
[ 2.49398889e+01  2.03150808e+00 -2.69049596e-01 -1.07180902e-03  9.99836739e+01],[ 0.48667906  0.52127747  0.26720934  0.07739057  0.70876678  0.45464597 -0.14736308],0.0
[ 2.49398889e+01  2.03150808e+00 -2.69049596e-01 -1.07180902e-03  9.99836739e+01],[ 0.50209887  0.56499652  0.27459073  0.12500068  0.67845268  0.39652398 -0.14154732],0.0
[ 2.49398889e+01  2.03150808e+00 -2.69049596e-01 -1.07180902e-03  9.99836739e+01],[ 0.49362836  0.56959258  0.25339814  0.1570789   0.68586622  0.38606914 -0.13379689],0.0
[ 2.49398889e+01  2.03150808e+00 -2.69049600e-01 -1.07180903e-03  9.99836739e+01],[ 0.46234581  0.5926112   0.31692672  0.1752018   0.70460367  0.39069897 -0.11663635],0.0
[ 2.49398889e+01  2.03150808e+00 -2.69049596e-01 -1.07180902e-03  9.99836739e+01],[ 0.4777455   0.60281607  0.33826624  0.16925142  0.69802444  0.38007174 -0.11261608],0.0
[ 2.49398889e+01  2.03150808e+00 -2.69049596e-01 -1.07180902e-03  9.99836739e+01],[ 0.49217864  0.55626957  0.31658429  0.17637873  0.67954159  0.36609171 -0.0418765 ],0.0
[ 2.49398889e+01  2.03150808e+00 -2.69049596e-01 -1.07180902e-03  9.99836739e+01],[ 0.51079305  0.52281149  0.31418231  0.16434195  0.68162419  0.34877659 -0.05578691],0.0
[ 2.49398889e+01  2.03150808e+00 -2.69049596e-01 -1.07180902e-03  9.99836739e+01],[ 0.54164688  0.54362042  0.28305822  0.20207972  0.66860763  0.34308744 -0.09287813],0.0
[ 2.49398889e+01  2.03150808e+00 -2.69049601e-01 -1.07180903e-03  9.99836739e+01],[ 0.52366794  0.50849341  0.26652705  0.20572642  0.66728578  0.34672054 -0.10149049],0.0
[ 2.49398889e+01  2.03150808e+00 -2.69049597e-01 -1.07180902e-03  9.99836739e+01],[ 0.49008937  0.48059149  0.2420579   0.24258303  0.66204422  0.33017822 -0.08685139],0.0
[ 2.49398889e+01  2.03150808e+00 -2.69049597e-01 -1.07180902e-03  9.99836739e+01],[ 0.4422377   0.47610079  0.30231859  0.25999992  0.64956676  0.32442135 -0.10605024],0.0
[ 2.49398889e+01  2.03150808e+00 -2.69049597e-01 -1.07180902e-03  9.99836739e+01],[ 0.38813411  0.44507934  0.30623385  0.31557527  0.66557368  0.28555088 -0.06564848],0.0
[ 2.49398889e+01  2.03150808e+00 -2.69049597e-01 -1.07180902e-03  9.99836739e+01],[ 0.38583679  0.45199597  0.33895523  0.32515522  0.65076723  0.26228859 -0.0668909 ],0.0
[ 2.49398889e+01  2.03150808e+00 -2.69049596e-01 -1.07180902e-03  9.99836739e+01],[ 0.44512327  0.49764735  0.39226192  0.30494424  0.64368828  0.24908936 -0.03973005],0.0
[ 2.49398889e+01  2.03150808e+00 -2.69049601e-01 -1.07180903e-03  9.99836739e+01],[ 0.45522566  0.52600619  0.37261947  0.2805087   0.68452424  0.244258   -0.035905  ],0.0
[ 2.49398889e+01  2.03150808e+00 -2.69049596e-01 -1.07180902e-03  9.99836739e+01],[ 0.43898034  0.5551328   0.32628506  0.28275955  0.69788464  0.25078447 -0.06781451],0.0
[ 2.49398889e+01  2.03150808e+00 -2.69049596e-01 -1.07180902e-03  9.99836739e+01],[ 0.41925934  0.56422484  0.30608787  0.26472168  0.65647206  0.22942885 -0.1163753 ],0.0
[ 2.49398889e+01  2.03150808e+00 -2.69049596e-01 -1.07180902e-03  9.99836739e+01],[ 0.3923004   0.5448974   0.29082167  0.24524478  0.6436774   0.2176225  -0.10394084],0.0
[ 2.49398889e+01  2.03150808e+00 -2.69049596e-01 -1.07180902e-03  9.99836739e+01],[ 0.36955164  0.57483358  0.33225298  0.21438948  0.63517973  0.2137069  -0.09592099],0.0
[ 2.49398889e+01  2.03150808e+00 -2.69049596e-01 -1.07180901e-03  9.99836739e+01],[ 0.35727606  0.60314418  0.32129885  0.20076113  0.62730887  0.24370275 -0.08395023],0.0
[ 2.49398889e+01  2.03150808e+00 -2.69049596e-01 -1.07180902e-03  9.99836739e+01],[ 0.34893965  0.56336133  0.2925894   0.21256737  0.67454986  0.25726524 -0.07499286],0.0
[ 2.49398889e+01  2.03150808e+00 -2.69049601e-01 -1.07180903e-03  9.99836739e+01],[ 0.39204945  0.52041225  0.31365471  0.2613298   0.63487041  0.26016084 -0.13230005],0.0
[ 2.49398889e+01  2.03150808e+00 -2.69049596e-01 -1.07180902e-03  9.99836739e+01],[ 0.43311928  0.54405727  0.28381344  0.23574674  0.65856489  0.25347524 -0.1908702 ],0.0
[ 2.49398889e+01  2.03150808e+00 -2.69049596e-01 -1.07180902e-03  9.99836739e+01],[ 0.43578299  0.5853584   0.28142685  0.21976274  0.66981916  0.25034177 -0.14160675],0.0
[ 2.49398889e+01  2.03150808e+00 -2.69049596e-01 -1.07180902e-03  9.99836739e+01],[ 0.41730009  0.5726268   0.24781079  0.19618413  0.7035223   0.23932257 -0.1476937 ],0.0
[ 2.49398889e+01  2.03150808e+00 -2.69049601e-01 -1.07180903e-03  9.99836739e+01],[ 0.40168425  0.56617159  0.24702877  0.22594213  0.68340196  0.22887575 -0.19933877],0.0
[ 2.49398889e+01  2.03150808e+00 -2.69049597e-01 -1.07180902e-03  9.99836739e+01],[ 0.36956717  0.56178903  0.25067534  0.2141768   0.72706564  0.22035666 -0.18921549],0.0
[ 2.49398889e+01  2.03150808e+00 -2.69049601e-01 -1.07180903e-03  9.99836739e+01],[ 0.33660543  0.61938129  0.22289923  0.18821773  0.72083111  0.23504889 -0.17639129],0.0
[ 2.49398889e+01  2.03150808e+00 -2.69049597e-01 -1.07180902e-03  9.99836739e+01],[ 0.28963199  0.61275955  0.21733974  0.18596461  0.71566244  0.23707574 -0.20367142],0.0
